Time (sec),Sensor #1,Sensor #2,Sensor #3,Sensor #4,Sensor #5,Sensor #6
0,0,0.333333333,-0.833333333,0.5,0,-1
1,-0.555555556,0,-0.833333333,0.5,0.5,-0.333333333
2,-0.555555556,0,0,-0.5,-0.166666667,-0.333333333
3,-1.111111111,0,-1.666666667,1,0.5,0
4,-0.555555556,-0.333333333,0,0.5,0.666666667,0
5,-1.111111111,-0.333333333,-0.833333333,-1.5,0.5,0.333333333
6,-1.111111111,0,0,0.5,0.333333333,-0.666666667
7,1.111111111,0,-0.833333333,0.5,0.166666667,-0.333333333
8,0.555555556,0.666666667,-1.666666667,0,0.166666667,-0.666666667
9,-1.666666667,0,-0.833333333,0,0.5,-0.333333333
10,0,-0.333333333,-0.833333333,0.5,0.166666667,0.333333333
11,0,0.333333333,-1.666666667,-0.5,0.833333333,0.333333333
12,-0.555555556,-0.333333333,-0.833333333,0,0.166666667,0.666666667
13,-0.555555556,1,0,0.5,-0.5,0
14,-0.555555556,0,-1.666666667,-0.5,0.166666667,0
15,-1.111111111,0.333333333,-0.833333333,0.5,0.333333333,-0.333333333
16,-1.111111111,0,-0.833333333,2,0.166666667,-0.333333333
17,-1.111111111,0,-0.833333333,1,0.833333333,0.666666667
18,-1.666666667,0.333333333,-2.5,1,0.166666667,0
19,-3.333333333,-1,-1.666666667,1,0.333333333,0
20,0.555555556,0.666666667,0,0.5,-0.166666667,0
21,0,0,-0.833333333,0,0.333333333,0.333333333
22,-1.666666667,0.333333333,0.833333333,0,0,-0.333333333
23,-2.222222222,0.333333333,0,0.5,0,-0.666666667
24,-1.111111111,-0.333333333,0,1.5,0.5,-0.333333333
25,-0.555555556,2.333333333,0,1,0.333333333,0
26,-1.666666667,0.333333333,-0.833333333,1,0.5,-0.333333333
27,-0.555555556,0,-0.833333333,0,0.333333333,0
28,0,0.333333333,-0.833333333,1,0.333333333,0
29,0,0.666666667,0.833333333,-0.5,-0.166666667,0
30,0,0.333333333,-1.666666667,-1,0.333333333,-1.333333333
31,-1.111111111,0,0,1.5,0,0.666666667
32,0,0,-2.5,0,0.166666667,0
33,0,0,-0.833333333,2,0.166666667,0
34,-0.555555556,0.333333333,0,0.5,0.333333333,0.666666667
35,-0.555555556,0.333333333,0,0.5,0.166666667,0
36,0,-0.333333333,-0.833333333,0.5,0.166666667,0
37,0,-0.333333333,0,1.5,-0.166666667,-0.333333333
38,0.555555556,0.666666667,0.833333333,0.5,-0.166666667,0.333333333
39,0,-0.666666667,-0.833333333,1,0.166666667,-0.333333333
40,1.111111111,0,-0.833333333,1,0.166666667,0
41,-0.555555556,-0.666666667,-1.666666667,1,0.166666667,0
42,0.555555556,0.333333333,0,0.5,0.166666667,0.333333333
43,0,0,0.833333333,-1,0.333333333,-0.666666667
44,0,0.666666667,-0.833333333,0.5,0.166666667,-0.333333333
45,-1.111111111,0.333333333,0,0.5,0.166666667,1.333333333
46,-0.555555556,0,-0.833333333,0.5,0.5,0.333333333
47,-0.555555556,0.666666667,-1.666666667,0.5,0.166666667,0
48,-0.555555556,0.333333333,0.833333333,0.5,-0.333333333,-0.333333333
49,-0.555555556,0,0,0,0,-0.333333333
50,-2.222222222,-0.333333333,0,0.5,0.333333333,-0.333333333
51,-0.555555556,0.333333333,0,0,-0.166666667,0.333333333
52,0,0.333333333,0,1,0,-1
53,0,0.333333333,0,1,0.166666667,0.333333333
54,-1.666666667,0,0,3,0.166666667,-0.333333333
55,-0.555555556,0.333333333,-0.833333333,0.5,1,0
56,0,0.333333333,0,0.5,0.833333333,0.333333333
57,0.555555556,-1,1.666666667,0.5,0.333333333,0
58,0,0.666666667,0,0.5,0.166666667,-0.666666667
59,0,1,0,1,0.166666667,-0.333333333
60,1.111111111,0,0.833333333,1,0.333333333,-0.666666667
61,-1.111111111,0,0,-0.5,0.333333333,0.333333333
62,0.555555556,0.666666667,0,0.5,0.333333333,-0.333333333
63,-2.222222222,1,3.333333333,-0.5,0.5,0
64,-1.111111111,-0.333333333,-0.833333333,0,0.5,0.333333333
65,-0.555555556,0.666666667,0.833333333,0.5,0.166666667,0.333333333
66,-0.555555556,0,-0.833333333,0,0,0
67,0,0.666666667,0,0.5,0,-0.333333333
68,1.666666667,0.666666667,0,0.5,0,-0.333333333
69,0,0.666666667,0,0.5,0.166666667,0
70,0,0,0.833333333,-1,0.333333333,0.333333333
71,-1.111111111,-0.666666667,-0.833333333,-1.5,0.333333333,0.333333333
72,1.111111111,1.333333333,-1.666666667,0,0.166666667,-0.333333333
73,0,0.666666667,0,0,0,-0.666666667
74,-0.555555556,-0.333333333,0,0.5,0.166666667,-0.333333333
75,-0.555555556,0,-2.5,0,0.5,-0.333333333
76,0,0.666666667,0,0.5,0.166666667,-0.333333333
77,1.111111111,1,0.833333333,0.5,-0.166666667,-0.666666667
78,0,0,0.833333333,0.5,-0.333333333,-0.333333333
79,0,0.333333333,0,0.5,0.166666667,0
80,0,1,-2.5,1.5,0.166666667,0
81,0,-0.666666667,0.833333333,0.5,0.333333333,1
82,0,0.666666667,-0.833333333,-0.5,0.166666667,0
83,0.555555556,0.666666667,0,0.5,-0.5,0
84,0,0.666666667,0,0.5,0.166666667,1.333333333
85,1.111111111,0.333333333,1.666666667,0,0,0.333333333
86,0,0.333333333,0,-1,0.166666667,0
87,0.555555556,0,0,-0.5,0.166666667,0
88,-0.555555556,0.333333333,0,0,-0.166666667,-0.333333333
89,0,1.333333333,0.833333333,-0.5,0,-0.333333333
90,1.666666667,0.333333333,0.833333333,0,0.166666667,0.333333333
91,0.555555556,0.333333333,0,-1,0.333333333,0.666666667
92,0,-0.333333333,0.833333333,1,0.833333333,0
93,-1.111111111,0.666666667,0,-1,0.166666667,0
94,0.555555556,0.666666667,-1.666666667,0,0.166666667,-0.333333333
95,1.666666667,0.333333333,0.833333333,0.5,0.333333333,0.333333333
96,2.222222222,0,0.833333333,-0.5,0.333333333,0.333333333
97,1.666666667,0,0,1,0,0
98,0.555555556,0,-0.833333333,0,0,1
99,0,0,0,0,-0.166666667,0.333333333
100,0.555555556,-0.333333333,0.833333333,0,-0.166666667,0.333333333
101,0.555555556,1,-1.666666667,0,0.166666667,1
102,1.666666667,1.333333333,0.833333333,-1,0.333333333,1
103,1.111111111,1.666666667,0.833333333,0,0.333333333,1
104,1.111111111,0,0,0.5,0.333333333,1.333333333
105,0,0,0,1.5,0,1.333333333
106,1.111111111,-0.333333333,0,0,-0.333333333,1
107,1.666666667,0.333333333,1.666666667,0.5,0,1.333333333
108,1.666666667,0,2.5,1,0,2
109,2.222222222,0.333333333,0.833333333,0,0.5,0
110,1.111111111,0.333333333,1.666666667,-1,-0.333333333,-0.666666667
111,1.111111111,0.333333333,0,-0.5,0.166666667,1.666666667
112,1.666666667,0.333333333,0,0.5,0.5,1.666666667
113,2.777777778,0.333333333,0,1,0.166666667,2
114,2.777777778,1,0.833333333,0,0.166666667,2.666666667
115,2.222222222,0.666666667,0,-0.5,0.5,2.666666667
116,2.222222222,0.333333333,0.833333333,-0.5,-0.166666667,2.666666667
117,1.666666667,0.333333333,0,0.5,0,2
118,2.777777778,0.333333333,0,0,0.166666667,2.333333333
119,2.777777778,0.666666667,0,1.5,0.333333333,3.666666667
120,2.777777778,0.666666667,-1.666666667,0.5,0.5,2.666666667
121,3.333333333,-0.333333333,0.833333333,0.5,-0.166666667,2.666666667
122,1.111111111,0.666666667,2.5,0.5,0.333333333,2.666666667
123,3.333333333,-0.666666667,1.666666667,-1,0,3
124,2.777777778,1,0,1,0.166666667,2.666666667
125,3.888888889,0,0,0.5,0.166666667,3
126,2.777777778,0.666666667,0.833333333,-0.5,0.333333333,3.666666667
127,3.333333333,0.666666667,1.666666667,0.5,0,3.333333333
128,1.666666667,0.333333333,0,1,0.166666667,3.333333333
129,2.222222222,-0.333333333,0.833333333,0.5,0.333333333,3.333333333
130,2.777777778,-0.333333333,-0.833333333,-1,0.333333333,3.333333333
131,3.888888889,1,0,0,0.333333333,3.666666667
132,3.888888889,0.333333333,0,0.5,0.333333333,2.666666667
133,2.777777778,0.666666667,0.833333333,0.5,0,3.333333333
134,2.777777778,0.333333333,2.5,0,0,4.333333333
135,3.888888889,0.666666667,0,1,-0.166666667,3
136,3.333333333,0.666666667,0,0,0,4.666666667
137,3.888888889,0,0,0.5,0.166666667,4.666666667
138,3.888888889,0.666666667,1.666666667,1,0.166666667,3.333333333
139,5,0.666666667,0.833333333,0.5,0,4.333333333
