Time (sec),Sensor #1,Sensor #2,Sensor #3,Sensor #4,Sensor #5,Sensor #6
0,-3.333333333,1,-0.75,0.909090909,0.142857143,0.25
1,-3.333333333,0,-1,0.454545455,0.142857143,-0.25
2,-3.333333333,0,-0.75,0,0.142857143,0.75
3,-1.666666667,0,-0.75,0.909090909,-0.142857143,1
4,-3.333333333,0,-0.5,-0.909090909,-0.142857143,0
5,-1.666666667,-1,-0.5,0.454545455,0,0
6,-1.666666667,0,-0.75,0.454545455,0,0.5
7,-3.333333333,1,-0.75,0.909090909,0,0
8,-3.333333333,1,-1.25,0.909090909,-0.142857143,-0.5
9,-3.333333333,0,-0.5,1.818181818,0.285714286,-0.5
10,-3.333333333,2,-0.5,0.909090909,0,1
11,-3.333333333,1,-0.75,1.363636364,-0.142857143,-0.5
12,-3.333333333,0,-0.75,0,0,0
13,-1.666666667,1,-0.5,1.363636364,0,0.25
14,-1.666666667,1,-0.75,0.454545455,-0.285714286,0
15,-1.666666667,0,-0.5,-0.909090909,-0.142857143,0.25
16,-3.333333333,0,-0.5,0.909090909,0,0.25
17,-1.666666667,0,-0.5,1.363636364,0.285714286,0.25
18,-1.666666667,-1,-0.25,0.454545455,-0.142857143,0
19,-3.333333333,1,-1,0.454545455,0,-0.25
20,-3.333333333,1,-0.5,0.909090909,0,-0.5
21,-1.666666667,1,-0.75,1.363636364,-0.285714286,0.75
22,-3.333333333,2,-0.75,0.454545455,0,0.75
23,-1.666666667,0,-0.75,0.454545455,0,0
24,-3.333333333,0,-0.75,0.454545455,0,0
25,-3.333333333,1,-0.25,0.909090909,-0.142857143,-0.5
26,-3.333333333,0,0.25,-0.909090909,0,-0.5
27,-1.666666667,1,-0.5,0,0,0
28,-3.333333333,0,-0.5,0.454545455,0.428571429,0.25
29,-3.333333333,0,-0.25,0.909090909,-0.142857143,0.25
30,0,2,-0.75,0.454545455,0.142857143,0
31,-3.333333333,2,-0.5,0.454545455,0,-0.5
32,-1.666666667,1,-1,0.909090909,0,0
33,-1.666666667,1,-0.75,0.454545455,0,0
34,-1.666666667,1,-1.25,-0.454545455,0,0.25
35,-1.666666667,1,-0.75,0,0.142857143,-0.25
36,-1.666666667,1,-0.5,0.454545455,0,0
37,-1.666666667,1,-0.25,0.454545455,0.285714286,0.75
38,-3.333333333,2,-0.5,0.454545455,0.142857143,0.25
39,0,2,-0.75,-0.909090909,0.142857143,-0.25
40,-1.666666667,1,-1,0.454545455,-0.142857143,0.25
41,-3.333333333,3,-1,0,0.142857143,-0.25
42,-1.666666667,1,-0.25,0,0.142857143,0
