Time (sec),Sensor #1,Sensor #2,Sensor #3,Sensor #4,Sensor #5,Sensor #6
0,-1.8,-3.333333333,-0.5,1.818181818,1.2,0.212765957
1,0,0,0,0,0.8,0.425531915
2,0,-0.833333333,0.5,0.909090909,1.2,0.638297872
3,5.4,-0.833333333,-0.5,0,0.8,0.212765957
4,-1.8,0,-0.5,-0.454545455,0.4,0.212765957
5,-5.4,-0.833333333,-0.5,0.909090909,0.4,0.425531915
6,0,-0.833333333,-1.5,0.454545455,0.4,-0.212765957
7,0,-1.666666667,-2,0.454545455,0.8,-0.212765957
8,0,-0.833333333,0,0.454545455,-0.4,0.425531915
9,1.8,-2.5,0,1.363636364,0.8,0.212765957
10,0,-0.833333333,-1,-0.454545455,0,0.212765957
11,-3.6,-0.833333333,-0.5,-0.454545455,0.8,0.425531915
12,0,0,-0.5,0,0.8,0.425531915
13,-1.8,-2.5,-0.5,1.363636364,0.8,0.425531915
14,-1.8,0.833333333,-0.5,0.454545455,0.4,0.212765957
15,0,0,-0.5,0.909090909,0.8,0
16,0,1.666666667,0,0.454545455,0.4,0.425531915
17,-1.8,-0.833333333,0,0.454545455,0.4,0.212765957
18,-3.6,0.833333333,0,1.363636364,0.4,0.425531915
19,0,-3.333333333,-0.5,1.363636364,0,0.212765957
20,-3.6,-0.833333333,0,0.454545455,0.8,0.212765957
21,-3.6,-0.833333333,-0.5,0.454545455,1.2,0.638297872
22,-1.8,0.833333333,0,0,0,-0.212765957
23,-1.8,1.666666667,-0.5,0,0.4,0.425531915
24,-1.8,0,0,0.909090909,0.4,0.638297872
25,-1.8,-0.833333333,-0.5,0.909090909,1.2,0.212765957
26,-1.8,-0.833333333,-0.5,1.363636364,0,0.212765957
27,-3.6,-0.833333333,-0.5,0.909090909,0,0.425531915
28,-7.2,-0.833333333,-1,0,0,0.425531915
29,3.6,-0.833333333,0,1.363636364,0.4,0.638297872
30,0,0.833333333,-1.5,0,0.8,0.212765957
31,0,-3.333333333,0.5,0,0,0.212765957
32,-1.8,-0.833333333,-0.5,0.454545455,0,0.212765957
33,0,-0.833333333,-1,1.363636364,0.4,0.212765957
34,-7.2,-1.666666667,0,-0.454545455,0.8,0.425531915
35,-1.8,-1.666666667,-1,0.454545455,1.2,1.063829787
36,-1.8,-2.5,0,0.454545455,0,0.425531915
37,1.8,0,-0.5,0.454545455,0.4,0
38,-3.6,-0.833333333,0,0.454545455,-0.4,0.638297872
39,-3.6,0,0,0.454545455,0.4,0.425531915
