Time (sec),Sensor #1,Sensor #2,Sensor #3,Sensor #4,Sensor #5,Sensor #6
0,2.4,0,0,0,0,-0.1875
1,1.2,0,0,-0.125,-0.111111111,-0.1875
2,0,0,1.5,0,-0.222222222,-0.125
3,2.4,2.5,-1.5,-0.375,0,-0.1875
4,1.2,0,0,-0.625,-0.222222222,-0.1875
5,2.4,2.5,-1.5,-0.25,-0.111111111,-0.1875
6,1.2,5,1.5,-0.375,-0.555555556,-0.1875
7,1.2,2.5,0,-0.125,-0.444444444,-0.125
8,4.8,5,1.5,0,0,0
9,-1.2,0,0,-0.125,-0.222222222,-0.25
10,2.4,0,-3,-0.25,0,-0.3125
11,1.2,2.5,0,-0.75,-0.111111111,-0.1875
12,1.2,0,3,-0.375,-0.111111111,-0.25
13,1.2,0,-4.5,-0.125,-0.111111111,-0.1875
14,2.4,-2.5,0,-0.25,-0.111111111,-0.25
15,2.4,0,-1.5,-0.25,-0.111111111,-0.25
16,2.4,2.5,0,-0.375,-0.111111111,-0.125
17,1.2,2.5,1.5,-0.125,-0.111111111,-0.1875
18,2.4,0,0,-0.25,0,-0.125
19,2.4,2.5,0,0,0,-0.1875
20,2.4,2.5,0,-0.25,0.111111111,-0.25
21,4.8,2.5,-1.5,-0.125,-0.111111111,-0.125
22,1.2,2.5,0,-0.25,-0.111111111,-0.25
23,3.6,2.5,0,-0.625,0,-0.3125
24,1.2,2.5,3,-0.5,-0.111111111,-0.25
25,1.2,0,0,-0.25,-0.111111111,-0.0625
26,2.4,0,1.5,-0.75,-0.111111111,-0.1875
27,2.4,2.5,0,-0.125,0,-0.1875
28,3.6,2.5,0,-0.125,0.111111111,-0.125
29,0,5,-1.5,-0.125,-0.333333333,-0.1875
30,6,2.5,0,-0.375,0,-0.1875
31,1.2,0,0,-0.625,-0.111111111,-0.125
32,2.4,0,0,-0.375,-0.111111111,-0.1875
33,7.2,2.5,0,-0.375,-0.111111111,-0.25
34,3.6,0,0,-0.25,0.222222222,-0.1875
35,1.2,0,0,-0.375,0.111111111,-0.1875
36,2.4,2.5,0,-0.25,0,-0.1875
37,0,2.5,1.5,-0.25,0,-0.125
38,3.6,2.5,-3,0,0,-0.25
39,2.4,2.5,1.5,-0.25,-0.111111111,0
40,1.2,0,-4.5,-0.375,-0.111111111,-0.125
41,3.6,0,0,-0.375,-0.111111111,-0.1875
42,2.4,5,0,-0.375,-0.111111111,-0.125
43,-1.2,0,0,0,0.111111111,-0.125
44,2.4,-2.5,0,-0.375,-0.444444444,-0.125
45,0,2.5,0,-0.25,0.111111111,0
46,1.2,5,1.5,-0.125,-0.222222222,-0.1875
47,0,2.5,0,-0.125,0,-0.125
48,-1.2,5,-3,-0.5,-0.111111111,0.0625
49,1.2,0,1.5,0,0,-0.125
50,2.4,0,1.5,-0.25,0,-0.1875
51,0,2.5,1.5,-0.125,-0.111111111,-0.125
52,1.2,0,-1.5,-0.375,-0.111111111,-0.125
53,1.2,0,0,0.125,-0.111111111,-0.1875
54,2.4,2.5,0,-0.25,0.111111111,-0.1875
55,2.4,2.5,1.5,-0.25,-0.111111111,-0.1875
56,2.4,0,0,-0.625,-0.111111111,-0.25
57,1.2,0,1.5,-0.25,0,-0.1875
58,1.2,2.5,1.5,-0.125,0,-0.125
59,2.4,0,1.5,-0.125,0,0
60,6,2.5,0,-0.5,0.222222222,-0.125
61,2.4,0,1.5,-0.125,0,-0.3125
62,4.8,2.5,-1.5,-0.25,-0.111111111,-0.125
63,-1.2,0,0,-0.125,0.111111111,-0.25
64,2.4,0,0,-0.125,-0.333333333,-0.125
65,1.2,5,1.5,-0.125,-0.111111111,-0.125
66,2.4,-2.5,0,-0.25,-0.222222222,0
67,0,-2.5,0,-0.25,-0.111111111,-0.1875
68,0,2.5,-1.5,-0.125,-0.111111111,-0.25
69,2.4,-2.5,-3,-0.125,0,-0.125
70,1.2,-5,0,-0.125,0,-0.1875
71,0,-2.5,-3,-0.125,0,-0.125
72,1.2,0,0,-0.375,-0.444444444,-0.125
73,2.4,0,0,0,-0.111111111,-0.1875
74,0,2.5,0,0.125,0,-0.1875
75,1.2,0,3,-0.125,0,-0.125
76,0,5,0,-0.25,-0.111111111,-0.1875
77,0,2.5,0,-0.25,0,-0.1875
78,-1.2,0,3,0,0,-0.1875
79,1.2,0,-3,0.125,-0.111111111,-0.25
80,0,0,0,0.5,-0.222222222,-0.25
81,1.2,0,-1.5,0,-0.111111111,-0.125
82,1.2,5,1.5,-0.125,-0.111111111,-0.125
83,1.2,2.5,1.5,-0.25,0,-0.125
84,0,2.5,0,-0.125,-0.111111111,-0.1875
85,1.2,0,-4.5,-0.25,-0.111111111,-0.125
86,0,2.5,0,-0.125,0,-0.125
87,2.4,-2.5,-4.5,0,-0.333333333,-0.125
88,0,-2.5,1.5,-0.5,0,-0.1875
89,1.2,0,-1.5,-0.125,-0.111111111,-0.0625
90,1.2,-2.5,-1.5,-0.25,0,-0.25
91,0,2.5,0,-0.125,0,-0.0625
92,0,-5,0,0,0.111111111,0
93,0,0,0,0.375,0,0.0625
94,0,0,0,-0.125,0,-0.0625
95,0,-2.5,0,0,0,0
96,0,0,1.5,-0.125,0.111111111,0
97,0,5,-1.5,0.25,0.444444444,0
98,0,5,0,-0.125,-0.333333333,0
99,0,0,0,0,0.111111111,0
100,0,0,0,-0.125,0,0
101,0,5,1.5,0,0,0
102,1.2,-2.5,-1.5,0.125,0.222222222,0.0625
103,1.2,0,-1.5,0.25,0.222222222,0.0625
104,2.4,2.5,-1.5,0.125,0.222222222,0
105,1.2,0,0,0.125,0.111111111,0.1875
106,1.2,-2.5,-3,0.25,0.333333333,0.125
107,0,2.5,0,0.375,0.222222222,0
108,1.2,-5,0,0.125,0.111111111,0.125
109,4.8,2.5,-3,0,0.555555556,0.125
110,0,0,0,0.25,0.222222222,0.1875
111,3.6,-2.5,0,0.25,0,0.25
112,-1.2,0,0,0,0.333333333,0.0625
113,2.4,-2.5,0,0.5,0.444444444,0.25
114,3.6,2.5,3,0.5,0.444444444,0.3125
115,2.4,0,-1.5,0.625,0.444444444,0.125
116,2.4,0,-3,0.75,0.444444444,0.375
117,2.4,0,0,0.5,0.555555556,0.4375
118,1.2,0,1.5,0.625,0.555555556,0.375
119,2.4,2.5,0,0.875,0.555555556,0.4375
120,1.2,-5,0,0.75,0.555555556,0.4375
121,3.6,0,-1.5,0.875,0.666666667,0.4375
122,2.4,-2.5,0,0.75,0.555555556,0.4375
123,2.4,0,-4.5,0.875,0.666666667,0.5
124,2.4,0,1.5,1,0.666666667,0.5625
125,4.8,0,1.5,1.125,0.888888889,0.5625
126,6,0,-1.5,0.875,0.777777778,0.6875
127,6,-2.5,0,0.75,0.777777778,0.6875
128,3.6,0,0,0.875,0.777777778,0.625
129,3.6,2.5,0,1.125,1,0.6875
130,3.6,-2.5,0,1.25,0.777777778,0.75
131,4.8,2.5,1.5,1.125,1,1
132,3.6,0,-3,1.375,1,0.8125
133,2.4,0,1.5,1.375,1.111111111,0.8125
134,4.8,2.5,1.5,1.25,1,0.8125
135,3.6,0,1.5,1.625,1.222222222,0.9375
136,4.8,0,0,1.625,1.222222222,1
137,3.6,0,0,1.625,1.222222222,1.0625
138,4.8,2.5,3,1.875,1.111111111,0.9375
139,4.8,2.5,0,1.875,1.222222222,1.0625
140,2.4,0,-3,1.875,1.333333333,1.1875
141,7.2,5,-1.5,2,1.444444444,1.25
142,6,-2.5,0,2.125,1.555555556,1.125
143,4.8,0,1.5,1.75,1.444444444,1.375
144,6,0,0,2.375,1.666666667,1.4375
145,7.2,0,0,2.375,1.666666667,1.5625
146,4.8,-2.5,0,2.25,1.888888889,1.8125
147,4.8,2.5,0,2.75,1.444444444,1.6875
148,7.2,2.5,1.5,3,1.888888889,1.4375
149,3.6,0,1.5,3.25,2,1.75
150,2.4,-2.5,1.5,3.125,2.222222222,1.6875
151,4.8,0,-3,3.125,1.777777778,1.875
152,8.4,0,1.5,3.125,2.111111111,1.9375
153,10.8,2.5,3,3.25,2.222222222,2.0625
154,7.2,-2.5,0,3.625,2.666666667,2.0625
155,7.2,-2.5,0,3.75,2.444444444,2.25
156,4.8,2.5,-1.5,3.875,2.222222222,2.3125
157,6,0,1.5,4,2.555555556,2.25
158,7.2,2.5,0,4.25,2.666666667,2.4375
159,4.8,0,-3,4,2.555555556,2.5625
160,8.4,0,1.5,4.625,3,2.4375
161,7.2,2.5,-3,4.875,2.888888889,2.4375
162,9.6,2.5,0,4.625,2.888888889,2.6875
163,8.4,2.5,0,4.75,3.111111111,2.625
164,7.2,0,0,4.875,3,2.75
165,8.4,0,-3,4.875,3,2.75
166,9.6,5,1.5,5,2.888888889,2.875
167,8.4,2.5,-1.5,5.125,3.333333333,2.875
168,8.4,-2.5,-1.5,5.25,3.222222222,2.9375
169,8.4,0,0,5.375,3.222222222,3
170,8.4,0,3,5.25,3.222222222,3.0625
171,9.6,2.5,0,5.25,3.222222222,3.125
172,8.4,2.5,-1.5,5.5,3.222222222,3.0625
173,9.6,-5,0,5.5,3.444444444,3.1875
174,9.6,5,1.5,6,3.555555556,3.25
175,9.6,10,3,6,3.555555556,3.3125
176,12,0,-1.5,5.75,3.444444444,3.25
177,13.2,0,1.5,5.75,3.111111111,3.25
178,9.6,0,0,6.125,3.333333333,3.3125
179,4.8,-2.5,0,6.25,3.555555556,3.3125
180,9.6,2.5,0,6,3.666666667,3.3125
181,10.8,0,4.5,6,3.666666667,3.4375
182,9.6,-5,1.5,5.75,3.555555556,3.4375
183,10.8,0,3,6.125,3.666666667,3.4375
184,12,-2.5,-1.5,6.625,3.888888889,3.5
185,12,2.5,3,6.75,3.666666667,3.5
186,9.6,2.5,1.5,6.375,3.444444444,3.5
187,9.6,0,0,6.375,3.777777778,3.375
