Time (sec),Sensor #1,Sensor #2,Sensor #3,Sensor #4,Sensor #5,Sensor #6
0,-1.2,-1,0,-0.375,-0.8,0
1,-1.2,-0.333333333,-0.833333333,0.375,-0.8,0
2,-1.2,-0.333333333,0,0.5,-0.8,0
3,-1.2,-0.666666667,-1.666666667,0.5,-0.8,-0.5
4,1.2,0,-0.833333333,0.25,0,-0.5
5,-1.2,0,0,0.125,0,0.5
6,-1.2,-0.333333333,-0.833333333,0.25,-0.4,-1.5
7,0,-0.333333333,0,0.25,-0.4,0
8,0,-0.666666667,-0.833333333,0.25,-0.8,0
9,-1.2,-0.666666667,-0.833333333,0.375,-0.8,0
10,-1.2,0,-0.833333333,0.25,0.4,0.5
11,0,-0.333333333,-1.666666667,0.5,-1.2,1
12,-3.6,-0.333333333,0,0.25,-0.8,2
13,-1.2,-0.333333333,-0.833333333,0.375,-0.4,1
14,0,-1,-0.833333333,0.25,0,0
15,2.4,-0.666666667,-0.833333333,0.375,-0.8,0.5
16,0,-0.666666667,-1.666666667,0.25,-0.8,-0.5
17,0,-0.333333333,0.833333333,0.25,-0.8,0
18,0,-0.666666667,-3.333333333,0.5,0,0
19,-1.2,0,-1.666666667,0.25,-0.4,0.5
20,0,-0.333333333,0.833333333,0.375,-0.4,1.5
21,2.4,-0.666666667,0,0.25,-1.2,-1.5
22,-1.2,-0.333333333,-1.666666667,0.25,-0.8,0
23,0,-0.666666667,-0.833333333,0.375,-0.8,0
24,0,-0.333333333,-1.666666667,0.375,-0.4,0.5
25,0,-0.333333333,-2.5,0.5,-0.4,0
26,0,-0.666666667,-1.666666667,0.125,-0.8,1
27,0,-0.666666667,0,0.25,-0.4,1.5
28,-2.4,-0.333333333,-1.666666667,0.375,-0.8,0.5
29,-1.2,-0.333333333,-1.666666667,0.25,-0.8,1
30,-1.2,-0.666666667,-0.833333333,0.25,0.4,0
31,-1.2,-0.666666667,-1.666666667,0.25,-1.6,0.5
32,-1.2,-1.666666667,-3.333333333,0.25,-0.8,-0.5
33,-1.2,-0.666666667,-0.833333333,0.125,-1.6,0.5
34,-1.2,-0.333333333,0,0.25,-1.6,0
35,2.4,0,-0.833333333,0.375,-0.8,0.5
36,1.2,-0.333333333,-0.833333333,0,-1.2,0
37,1.2,0,-1.666666667,0.375,0.4,0
38,0,0,-2.5,0.375,-1.2,0
39,-2.4,-0.333333333,0,0.5,-0.8,0.5
40,0,-0.333333333,-0.833333333,0.375,-0.8,0
41,-1.2,-0.666666667,0,0.25,-1.2,0
42,-1.2,-0.666666667,-1.666666667,0.25,-0.4,-1
43,1.2,-1,0,-0.125,-0.4,1
44,-1.2,-1,0,0.25,-1.2,0.5
45,-1.2,0.666666667,-0.833333333,0.375,-1.2,0
46,0,-0.333333333,-0.833333333,0.25,-0.8,0
47,-1.2,-0.666666667,0,0.5,0,0.5
48,-4.8,-0.666666667,0.833333333,0.25,-0.4,0
49,2.4,-1,-0.833333333,0.25,-0.8,-2
50,-1.2,0,-0.833333333,0.375,0,0
51,0,-1.333333333,-4.166666667,0.625,0,0.5
52,-3.6,-0.666666667,-0.833333333,0.25,-0.8,0.5
53,-1.2,-0.666666667,-1.666666667,0.625,-0.4,0
54,0,-1,-0.833333333,0.25,-0.4,1.5
55,0,-0.333333333,0,0.375,-0.4,1
56,0,0,-2.5,0.375,-2,0.5
57,1.2,-0.333333333,-0.833333333,0.25,-0.8,0.5
58,-1.2,0.333333333,-0.833333333,0.375,-0.4,-0.5
59,-1.2,-0.666666667,0,0.25,-0.4,0.5
60,0,-0.666666667,1.666666667,0.375,0.4,1
61,0,-0.333333333,-0.833333333,0.25,-0.8,-1
62,1.2,-1.333333333,-0.833333333,0.125,-0.4,1
63,0,0.333333333,0,0.25,-0.8,1
64,1.2,0,-2.5,0.25,-1.6,0.5
65,-1.2,-0.333333333,-1.666666667,0.25,-0.4,0
66,-1.2,-1,-0.833333333,0.375,-0.4,1
67,0,0.333333333,-0.833333333,0.25,-1.2,1
68,0,0.666666667,0,0.125,-1.2,-1.5
69,-1.2,-0.333333333,-0.833333333,0.25,-0.8,1
70,0,-0.333333333,-0.833333333,0.25,-0.4,0
71,0,0,-0.833333333,0.25,-0.4,0
72,0,-0.333333333,-0.833333333,0.375,-0.8,1
73,-2.4,0,0,0.25,-0.8,0.5
74,2.4,-0.333333333,-0.833333333,0.375,0,0.5
75,0,-0.333333333,0.833333333,-0.125,0,0
76,0,-1,-0.833333333,0.5,-0.8,-0.5
77,-3.6,-0.333333333,-0.833333333,0.375,0,0.5
78,0,-0.333333333,-0.833333333,0.375,-0.8,2
79,-2.4,-0.333333333,-0.833333333,0,0.4,0
80,0,0,1.666666667,0.375,-0.4,0
81,-1.2,0,-0.833333333,0.625,-0.4,0.5
82,0,-0.666666667,-1.666666667,0.375,0,1
83,2.4,-0.333333333,-1.666666667,0.375,0,-2
84,0,-0.333333333,0,0.375,0.8,0.5
85,-1.2,-0.333333333,0,0.375,-0.4,0.5
86,-2.4,0.666666667,0.833333333,0.25,-0.4,1
87,0,0,-0.833333333,0.125,0.4,0
88,0,0,0,0.125,1.2,1.5
89,0,0,-0.833333333,0.25,0.4,0.5
90,0,-0.666666667,0,0.25,0.4,0
91,0,-0.333333333,0,0,0,0
92,0,-0.333333333,-0.833333333,0.25,0.4,0
93,0,-0.333333333,0,0,-1.2,0.5
94,-1.2,0,0,0.25,0.4,0.5
95,0,0.333333333,-0.833333333,0.375,0.8,1.5
96,-1.2,0,-0.833333333,0.375,0.4,0.5
97,2.4,-0.333333333,0,0.375,0,0
98,-1.2,0,0.833333333,0.25,1.2,1.5
99,2.4,0,-2.5,0,0.4,0
100,3.6,0.333333333,0,0,0,0
101,0,-1.666666667,0.833333333,0.25,0,0.5
102,-1.2,-1.333333333,0.833333333,0.375,0.8,1
