Time (sec),Sensor #1,Sensor #2,Sensor #3,Sensor #4,Sensor #5,Sensor #6
0,0,-0.333333333,0.166666667,-0.333333333,0.4,-0.5
1,0,-0.333333333,0.166666667,-0.333333333,0,-1
2,0,-0.333333333,-0.166666667,-0.333333333,0.8,-0.5
3,0,0,0.166666667,-0.166666667,-0.4,-1
4,0,0.333333333,0.166666667,-0.333333333,0.4,-1
5,-1.333333333,1.333333333,-0.166666667,-0.166666667,0,0
6,0.666666667,0,0.333333333,0.333333333,1.6,-1
7,0,0.333333333,0.166666667,-0.333333333,1.6,-1
8,1.333333333,0,-0.166666667,-0.166666667,0.4,0
9,0,0,0.166666667,-0.333333333,0.8,1
10,0,0.333333333,0.166666667,-0.166666667,0,-0.5
11,0,0,0,-0.166666667,0,-0.5
12,1.333333333,0,0,-0.333333333,0,0.5
13,0.666666667,-0.666666667,0.166666667,-0.333333333,0.4,0
14,0.666666667,0,0.166666667,-0.333333333,0.8,0
15,0,-0.333333333,0.166666667,0.333333333,1.2,0
16,-1.333333333,0,0.166666667,0.166666667,0.8,-0.5
17,1.333333333,0.333333333,0,-0.333333333,0.8,-0.5
18,0.666666667,-0.666666667,0,-0.333333333,0,-0.5
19,0,0,0,-0.333333333,0.4,-0.5
20,2,0.666666667,0.166666667,-0.166666667,0.8,0
21,1.333333333,0,0.333333333,-0.166666667,-0.4,-1
22,2,-1.333333333,0,-0.333333333,-0.4,-2.5
23,0.666666667,0,0,-0.666666667,0.4,-0.5
24,0,1,0,-0.166666667,0,-1.5
25,0.666666667,0,0.166666667,-0.166666667,-0.8,1
26,-0.666666667,-0.333333333,0.166666667,-0.166666667,0,0
27,0.666666667,0.666666667,0.166666667,-0.333333333,0,-0.5
28,1.333333333,0.333333333,0.166666667,0,0.4,-0.5
29,0.666666667,0,0,-0.166666667,-0.4,-1
30,0,0,0,-0.5,0,0
31,0.666666667,1,0,-0.333333333,0,-1.5
32,0,0,-0.166666667,-0.166666667,0.8,-0.5
33,-1.333333333,0,0.333333333,0,0.4,-0.5
34,0.666666667,0,0.166666667,-0.166666667,0.4,-1
35,0.666666667,0.333333333,0.166666667,-0.333333333,0.4,-1
36,0.666666667,-1.333333333,0.166666667,-0.166666667,0,-0.5
37,0,1,0,-0.166666667,0,0
38,0,-0.333333333,0.166666667,-0.333333333,0,-1
39,0.666666667,-0.333333333,-0.333333333,-0.333333333,0,-2
40,0,0.666666667,0,-0.5,-0.4,-1
41,0.666666667,0.333333333,0,-0.166666667,0,0
42,0.666666667,-0.333333333,0.166666667,0,0.4,0
43,0,0.333333333,0.333333333,-0.166666667,1.2,0.5
44,0,0,0.5,0.333333333,0.4,-0.5
45,1.333333333,0,-0.166666667,0.166666667,0,-1
46,0,0,0.166666667,-0.166666667,0,-0.5
47,-1.333333333,0,0,-0.333333333,0.4,0
48,0.666666667,0,-0.166666667,-0.833333333,0.8,-1
49,0,-0.666666667,0,-0.333333333,-0.4,-0.5
50,0.666666667,-0.333333333,0.166666667,-0.666666667,0,-1
51,0.666666667,0,0.166666667,-0.166666667,0,0
52,0.666666667,0.333333333,0,0,0.8,0
53,0,-0.333333333,0.166666667,-0.166666667,0.4,-1.5
54,0,0,0.333333333,-0.166666667,0.8,-0.5
55,0.666666667,0.333333333,-0.166666667,-1,-0.4,-2
56,1.333333333,0,-0.166666667,-0.5,-0.4,-1
57,-2,-1.333333333,-0.5,-0.833333333,0,-0.5
58,0,-0.333333333,0.166666667,-0.333333333,0,0
59,0.666666667,-0.333333333,0.333333333,-0.166666667,0,-1
60,-0.666666667,0.333333333,0,0.333333333,-0.4,-0.5
61,-1.333333333,0,-0.5,-0.333333333,-0.4,-0.5
62,0,0,0,0,0.4,-1.5
63,0.666666667,0,0.333333333,0,0.4,-0.5
64,0.666666667,0,0.166666667,0,0.4,0.5
65,0.666666667,0,0,-0.166666667,0.4,-0.5
66,-0.666666667,-0.666666667,0,-0.166666667,0.4,-2
67,0.666666667,0,0.166666667,-0.333333333,0,0
68,0.666666667,0.333333333,0.166666667,-0.166666667,-1.6,-0.5
69,0.666666667,0,-0.166666667,-0.333333333,0,0
70,1.333333333,0.333333333,0,-0.5,-0.4,-0.5
71,0,0,0.333333333,-0.833333333,-0.8,-0.5
72,0.666666667,-1,0.166666667,-0.333333333,0.4,-0.5
73,0,-0.666666667,0,-0.166666667,0.4,-0.5
74,0,0.333333333,-0.166666667,0,1.2,-1.5
75,0.666666667,0,0,-0.666666667,0,-2
76,0,-0.333333333,0.166666667,0.333333333,0,-1.5
77,0.666666667,-0.666666667,0,-0.833333333,-0.4,-0.5
78,0.666666667,0.333333333,-0.5,0.333333333,-0.8,0
79,0,0,0.166666667,0,0,0.5
80,0,0,0.5,-0.166666667,0,-0.5
81,0.666666667,0,-0.333333333,-0.5,0.4,0
82,0,-1,0.333333333,-0.5,0.4,-0.5
83,0,0,0.333333333,0.333333333,0.4,0.5
84,1.333333333,0,0.5,-0.166666667,1.2,-0.5
85,-0.666666667,0,0.166666667,-0.333333333,0.4,0.5
86,0.666666667,-0.333333333,0,-0.333333333,0,0
87,-0.666666667,0.666666667,0,-0.166666667,0,-0.5
88,0,-0.333333333,0.333333333,-0.166666667,0.4,0
89,0,0,0.166666667,-0.166666667,0.4,-0.5
90,-1.333333333,-0.333333333,0.166666667,0,-0.4,-1
91,-1.333333333,0.666666667,0.333333333,-0.166666667,-0.4,-0.5
92,0,0,0.333333333,-0.166666667,0,0
93,0,-0.333333333,0.166666667,0.5,1.6,0.5
94,0,0,0.166666667,0,-0.4,0.5
95,0,0,0.333333333,0,0.4,0
96,0,0,0.166666667,-0.333333333,0,0
97,0,-1,0.166666667,0,0,1
98,0.666666667,0.333333333,0.166666667,0,0.8,-0.5
99,0.666666667,0.666666667,-0.166666667,0,-1.2,0
100,0,-0.333333333,0.166666667,-0.333333333,0,0
101,0.666666667,0.333333333,0,-0.666666667,0.4,0
102,0,0.333333333,0.166666667,0.166666667,0,1.5
103,0.666666667,0.666666667,0.166666667,0.166666667,-0.8,1
104,0.666666667,1,0.333333333,0.333333333,1.2,1
105,0.666666667,0,0.166666667,0.166666667,0.4,0.5
106,1.333333333,0,0.166666667,0.333333333,-1.6,1.5
107,0.666666667,-0.333333333,0.666666667,0.166666667,0.4,1
108,0.666666667,0,0.5,0.166666667,1.2,1
109,1.333333333,0,0.333333333,0.333333333,-0.8,2.5
110,1.333333333,-0.333333333,0,0.5,-1.6,1
111,0.666666667,0.666666667,0.5,0.666666667,-0.4,1
112,0,0,0.5,0.333333333,0,1.5
113,1.333333333,-0.666666667,0.833333333,0.666666667,0,1
114,0.666666667,0,0.666666667,0.666666667,0.8,1.5
115,-0.666666667,0,0.666666667,0.666666667,0,1.5
116,0,-0.333333333,0.5,0.5,0,1.5
117,1.333333333,1,0.666666667,0.833333333,0.4,1.5
118,0.666666667,0.666666667,0.666666667,0.5,0,2
119,1.333333333,1,0.833333333,0.666666667,-2,1.5
120,2,1,0.833333333,1,0.4,2
121,1.333333333,-0.333333333,0.833333333,1,0.4,2.5
122,0.666666667,-0.666666667,1.166666667,1,0.4,2.5
123,1.333333333,0.333333333,0.5,0.833333333,-1.6,3
124,2,0.666666667,0.833333333,0.666666667,0,2.5
125,1.333333333,-0.666666667,0.833333333,1.166666667,0.4,2.5
126,2,1.666666667,1,1,0,2
127,2.666666667,0.666666667,1,1,0,2.5
128,2,-0.333333333,1,1,0,1
129,1.333333333,1.666666667,1,1.5,0.4,2.5
130,2.666666667,1.333333333,1.166666667,1.5,0.4,3
131,4,0.666666667,1.333333333,1.166666667,0.4,3
132,2.666666667,0.333333333,1,1.166666667,0.4,2.5
133,2.666666667,-0.333333333,1,1.333333333,0.8,2.5
134,3.333333333,1,1.166666667,1.166666667,0,2.5
135,2.666666667,-0.333333333,1.333333333,1.5,-1.2,3.5
136,4,0.666666667,1.166666667,1.166666667,0.4,2
137,2,0.333333333,1,1.5,0.4,3
138,4,1.333333333,1.333333333,1.666666667,0.8,3
139,4,0.666666667,1.166666667,1.666666667,0,2.5
140,3.333333333,0.333333333,1,1.666666667,0,3.5
141,4,0.666666667,1.333333333,1.833333333,-0.8,3
142,3.333333333,0.666666667,1.5,1.666666667,-0.8,3
143,4.666666667,1,1.333333333,1.833333333,0.8,3.5
144,6,0.666666667,1.333333333,1.833333333,1.2,4.5
145,4.666666667,0.333333333,1.666666667,2.333333333,1.6,3.5
146,4,1,1.333333333,1.833333333,0.4,2.5
147,4.666666667,1.666666667,1.5,1.833333333,0.8,3.5
148,6.666666667,0.666666667,1.333333333,1.833333333,0.4,3.5
149,5.333333333,1.333333333,1.666666667,2,0,3.5
150,5.333333333,1.666666667,1.666666667,2.333333333,0.4,3.5
151,6,1.333333333,1.666666667,1.5,0,3.5
152,5.333333333,1.333333333,1.666666667,2.166666667,0.4,4
153,5.333333333,1.333333333,1.833333333,2,0.4,4
154,5.333333333,1.666666667,1.5,2.166666667,-0.8,3.5
155,5.333333333,1.666666667,1.666666667,2.333333333,0.4,4
156,5.333333333,1.666666667,1.5,2.333333333,0.4,4
157,8,2,1.833333333,2.333333333,0.4,5
158,6.666666667,1.333333333,1.833333333,2.166666667,0.4,5
159,8,1.333333333,1.833333333,2.5,0.8,5
160,6.666666667,1,1.833333333,2.166666667,-0.8,4
161,7.333333333,1.333333333,2,2.5,0.8,3.5
162,7.333333333,1,1.666666667,2.5,0.4,4.5
163,4.666666667,1,1.833333333,2.5,0.4,3.5
164,6,0,1.666666667,2.166666667,0.4,4.5
165,8,1.666666667,1.833333333,2.333333333,0.8,5
166,6.666666667,2,2,2.666666667,0.4,4.5
167,7.333333333,2,1.833333333,2.5,0.4,4.5
168,8,1,2,2.333333333,0.4,4
169,7.333333333,1.666666667,2,2.666666667,0.4,4.5
170,8.666666667,1.333333333,2,2.333333333,0,5
171,7.333333333,1,1.833333333,2.666666667,0.8,5.5
172,6.666666667,0.666666667,1.666666667,3,1.2,5.5
173,9.333333333,2,2,3.333333333,1.2,4.5
174,8,1.666666667,2.166666667,2.666666667,-0.8,5
175,6.666666667,1.666666667,2,2.666666667,0.8,4.5
176,9.333333333,2.333333333,1.666666667,2.833333333,-0.4,4.5
177,8.666666667,1.666666667,2.166666667,3.166666667,0.8,4
178,8,1.333333333,1.833333333,2.833333333,1.6,4.5
179,8.666666667,1.666666667,2,3,0.4,5
180,8.666666667,1.666666667,2.166666667,2.666666667,0.8,4
181,8.666666667,2,2.166666667,3,1.2,4.5
182,8.666666667,2,1.833333333,2.666666667,1.2,5
183,8.666666667,1.666666667,1.5,2.833333333,0.8,4.5
184,9.333333333,1.666666667,1.666666667,3,0,5
185,9.333333333,2.333333333,2,2.833333333,0.8,4
186,10,1.666666667,2.333333333,3,0.4,4.5
187,8.666666667,0.333333333,2.166666667,2.666666667,0.8,5.5
188,8.666666667,1.666666667,2.333333333,2.833333333,1.2,3.5
189,10,2,2.333333333,3,0.8,4.5
190,10,1.333333333,2.166666667,3,0.8,4.5
191,9.333333333,1.666666667,2,3,0.8,5
192,10,2,2.166666667,3,0.8,3
