Time (sec),Sensor #1,Sensor #2,Sensor #3,Sensor #4,Sensor #5,Sensor #6
0,1.5,2.4,0.333333333,0.166666667,1,-0.307692308
1,0,2.4,0,0,-1,-0.307692308
2,0,1.2,0.333333333,0,-0.5,-0.615384615
3,-1,1.2,0.666666667,-0.333333333,-2.5,-0.153846154
4,0,-1.2,0.666666667,-0.166666667,-0.5,-0.307692308
5,0,1.2,0.333333333,0,-0.5,-0.307692308
6,0.5,0,0.333333333,0,-1,-0.461538462
7,0,1.2,0.333333333,-0.5,0,-0.461538462
8,-0.5,0,-0.333333333,0,-1,-0.153846154
9,0,-2.4,0,-0.166666667,-1,-0.153846154
10,0,-1.2,0.333333333,-0.166666667,-1,-0.153846154
11,1,0,0,-0.5,-0.5,0
12,-1,0,0.333333333,-0.166666667,0,-0.307692308
13,0.5,1.2,0,-0.166666667,0.5,-0.153846154
14,0,1.2,0.666666667,0.166666667,-2,-0.461538462
15,0,0,0.333333333,0.166666667,-0.5,-0.461538462
16,0.5,3.6,0.333333333,0.166666667,0.5,-0.461538462
17,0,1.2,0.666666667,-0.166666667,-1.5,-0.307692308
18,0,1.2,0,0,-1.5,-0.461538462
19,0,0,0,-0.166666667,-1,-0.153846154
20,0.5,2.4,0,0,0,-0.307692308
21,-0.5,0,0.333333333,0,-0.5,-0.461538462
22,0,1.2,0.333333333,0,0,-0.307692308
23,0,0,0,0,-0.5,-0.307692308
24,0.5,1.2,0,-0.166666667,-1,-0.153846154
25,0.5,2.4,0.333333333,-0.166666667,-0.5,-0.461538462
26,0,1.2,0.333333333,0,0.5,0
27,0,0,0,0,0,0
28,0,1.2,0.333333333,-0.333333333,-1,-0.307692308
29,0.5,1.2,0,-0.333333333,-2.5,-0.307692308
30,0,1.2,0.666666667,0.166666667,0,-0.307692308
31,0.5,1.2,0,0.166666667,-0.5,-0.153846154
32,0.5,-1.2,0.333333333,0,0,-0.461538462
33,0.5,-2.4,0,0,0.5,0
34,-1,0,0.333333333,0.166666667,0.5,0.153846154
35,-0.5,0,0,0.333333333,0,-0.153846154
36,0,1.2,0,-0.166666667,-1,-0.153846154
37,0.5,0,0,0,0.5,0
38,0.5,1.2,0.333333333,-0.166666667,0,-0.307692308
39,0,0,0.666666667,-0.333333333,-1.5,-0.307692308
40,0.5,0,0.666666667,0,-0.5,0
41,0,0,0,0,-1,-0.153846154
42,0.5,1.2,0.333333333,0,0,0.153846154
43,-0.5,1.2,-0.333333333,0,-0.5,-0.307692308
44,0,0,0,-0.166666667,-1,0.153846154
45,0,0,0.333333333,-0.333333333,1,0
46,0,-2.4,0.666666667,-0.166666667,-2.5,-0.461538462
47,0.5,1.2,0.333333333,-0.166666667,-0.5,0
48,0.5,-3.6,1,0.166666667,0.5,-0.307692308
49,0,0,0.666666667,0.166666667,-0.5,-0.307692308
50,-0.5,0,0.333333333,0,-1,0
51,0.5,-2.4,0.666666667,-0.333333333,-0.5,-0.153846154
52,0,0,0.666666667,0.166666667,-0.5,-0.307692308
53,-0.5,1.2,0,-0.166666667,-0.5,-0.461538462
54,0.5,0,0,0.166666667,0,0
55,0.5,1.2,0.666666667,0,-0.5,-0.307692308
56,0.5,1.2,0,0,0,0.153846154
57,0,3.6,0.666666667,-0.5,0,-0.153846154
58,0,1.2,0.333333333,0,-0.5,-0.307692308
59,0.5,-1.2,0.333333333,0,-0.5,0
60,1,2.4,0.333333333,-0.166666667,0,0
61,-1,0,-0.333333333,0,0.5,-0.461538462
62,0.5,0,0.333333333,-0.333333333,1,0.153846154
63,0.5,-1.2,-0.666666667,0.5,1,-0.615384615
64,0,2.4,0.333333333,-0.333333333,0.5,-0.307692308
65,-1,1.2,0,0,-0.5,-0.307692308
66,2,-2.4,0,0.166666667,0,-0.769230769
67,0,-1.2,0,-0.166666667,-0.5,-0.307692308
68,0,0,0.666666667,-0.5,-1,-0.153846154
69,0.5,-1.2,0.666666667,0.166666667,-0.5,0
70,0.5,2.4,0.333333333,0.166666667,0,0
71,0,0,-0.333333333,0.166666667,0,-0.153846154
72,0.5,0,0.333333333,0,-1.5,-0.307692308
73,-0.5,0,0.333333333,0,0.5,-0.153846154
74,-0.5,0,1.333333333,-0.333333333,0,-0.307692308
75,-1.5,-3.6,0,-0.166666667,-0.5,-0.307692308
76,1,1.2,0.666666667,0,-0.5,-0.153846154
77,0,1.2,0,0,0.5,-0.153846154
78,-1,0,0.666666667,0.166666667,-0.5,0
79,0,1.2,-0.333333333,0,-0.5,-0.153846154
80,0,1.2,1,0,0,0
81,1,0,0,-0.166666667,-0.5,-0.615384615
82,0,-1.2,1,-0.166666667,-0.5,-0.461538462
83,0,-1.2,0.333333333,-0.5,0,-0.153846154
84,0,-2.4,0.666666667,0.333333333,-1,-0.153846154
85,0.5,1.2,0,0,-0.5,-0.153846154
86,0,0,0,-0.666666667,-1,-0.153846154
87,-0.5,0,0,0,-0.5,-0.307692308
88,1,2.4,-0.333333333,0,-0.5,0
89,-0.5,2.4,0.333333333,0,-1,-0.307692308
90,0,2.4,0.333333333,0,-0.5,-0.461538462
91,0,0,0.333333333,0.333333333,-1,0
92,1.5,-1.2,1.333333333,0.166666667,0.5,-0.153846154
93,0,0,0,0,-1,-0.461538462
