Time (sec),Sensor #1,Sensor #2,Sensor #3,Sensor #4,Sensor #5,Sensor #6
0,-4.5,-0.666666667,0,0.8,0.666666667,0.25
1,-4.5,-0.666666667,-0.333333333,0.4,0.333333333,-0.75
2,-4.5,-2,-0.333333333,0.4,0.333333333,-0.25
3,-1.5,-0.666666667,-0.333333333,0.8,0.333333333,0.25
4,-3,-2,-0.333333333,0.8,0.333333333,0.25
5,-1.5,-0.666666667,0,0.4,0.333333333,-0.25
6,-1.5,-2,-0.333333333,0.4,1,0
7,-1.5,-0.666666667,-0.666666667,0.8,0,0
8,-1.5,-1.333333333,-0.666666667,0.8,0.666666667,0
9,1.5,-0.666666667,-0.333333333,0.4,0.333333333,-0.25
10,-1.5,-0.666666667,-1.333333333,0.4,0.333333333,-0.25
11,1.5,0,0,0.8,0.333333333,-0.25
12,0,-1.333333333,-0.333333333,-0.8,0.333333333,0
13,-1.5,-1.333333333,-0.666666667,0.4,0.333333333,-0.25
14,-7.5,-1.333333333,-0.333333333,0.8,0.333333333,0
15,0,-2.666666667,-0.666666667,0.8,0.666666667,0
16,-3,-1.333333333,-0.333333333,0.4,-0.333333333,-0.25
17,0,-1.333333333,-0.333333333,0.4,0.666666667,0.5
18,-1.5,-1.333333333,-0.666666667,0.4,0,-0.25
19,0,0,0,0.4,0,-1
20,-3,-0.666666667,0,2,0.333333333,0
21,1.5,-2,-0.666666667,0.4,0.333333333,0
22,-1.5,-1.333333333,0,0.4,0,-0.25
23,-1.5,-2,-0.333333333,0.8,0,-0.25
24,-1.5,-3.333333333,-0.333333333,1.6,1,0
25,-3,-2.666666667,0,0.8,-1.333333333,0
26,0,-1.333333333,-0.666666667,0,0,-1.25
27,-3,-0.666666667,-0.333333333,0.8,0.333333333,0
28,-1.5,1.333333333,-0.333333333,0.4,0.333333333,-0.5
29,-6,-2,0,0.4,-1,0.75
30,-3,-0.666666667,-0.666666667,0.4,0.333333333,-0.25
31,-3,-2.666666667,-0.333333333,0.8,0,0.25
32,-3,-1.333333333,-0.333333333,0.4,0,0.25
33,-3,-1.333333333,-0.666666667,-1.2,0.333333333,-0.25
34,-3,-0.666666667,-0.666666667,0.8,0.333333333,-0.25
35,-3,-1.333333333,0,0.8,1,-0.25
36,-3,-0.666666667,-1,0,-0.333333333,-0.25
37,-3,-3.333333333,-0.666666667,0.4,0.333333333,-0.25
38,-1.5,-1.333333333,-0.333333333,0.4,0,-0.25
39,0,-3.333333333,0,0.4,0.333333333,0
40,0,0,-0.333333333,1.2,0,-0.5
41,-4.5,0,-0.333333333,0.8,0.333333333,-0.25
42,-1.5,-1.333333333,-0.333333333,0.4,-0.333333333,-0.5
43,-1.5,-0.666666667,0.666666667,0.4,-0.333333333,-0.25
44,0,-1.333333333,0,0.4,0,-0.25
45,-4.5,-1.333333333,-0.666666667,0,-0.333333333,0
46,-3,-2,0,0.4,-0.666666667,-0.5
47,-3,-2,-0.333333333,0,-0.333333333,-0.5
48,-1.5,0,-0.333333333,0.8,0.333333333,0.5
49,-1.5,-0.666666667,0.333333333,0.8,0,-0.25
50,1.5,-4,0.333333333,0.4,-0.333333333,-0.5
51,-3,-0.666666667,-0.333333333,0.4,0,-0.5
52,-3,-2.666666667,-1,0.4,-0.666666667,-0.25
53,-1.5,-1.333333333,0,0,0,-0.5
54,-3,-2,0,0.4,0,-0.25
55,-1.5,-1.333333333,0,0.4,0.333333333,0
56,0,-1.333333333,-0.333333333,0.4,-0.666666667,-0.75
57,-3,-0.666666667,0,0,0,-0.25
58,0,-0.666666667,0,0.8,0.666666667,-0.5
59,0,-1.333333333,-0.333333333,0,0,-0.5
60,-3,-0.666666667,-1,0.8,-0.333333333,-0.5
61,-1.5,0,0,0,0,-0.25
62,-3,-1.333333333,0,0.4,-0.333333333,-0.25
63,-1.5,0,0.333333333,0,-0.333333333,0
64,0,-0.666666667,-1,0.4,0.333333333,-0.75
65,-4.5,-0.666666667,-0.333333333,0.8,0,-0.25
66,-1.5,-1.333333333,-0.666666667,0,-0.333333333,0
67,-1.5,-1.333333333,0,-0.4,-1,-0.25
68,0,-0.666666667,0,0,0.333333333,-0.5
69,-3,0,0.666666667,0.4,0.333333333,0
70,0,-1.333333333,-0.333333333,1.2,0,-1
71,-4.5,-1.333333333,-1,0,0,-0.25
72,0,-1.333333333,0.333333333,0.4,0,-0.25
73,0,0,0,-0.4,0,-0.5
74,-1.5,-0.666666667,-0.333333333,0,0,-0.25
75,-1.5,-1.333333333,-0.333333333,0.4,-0.333333333,-0.25
76,-1.5,-0.666666667,-0.333333333,0,0.333333333,-0.25
77,0,-0.666666667,0.333333333,0.8,-0.333333333,-0.25
78,0,-0.666666667,0.333333333,-1.2,-0.333333333,-0.25
79,-1.5,-0.666666667,0,0.4,0,-0.5
80,-1.5,-1.333333333,0,0,0,-0.5
81,3,-0.666666667,-0.666666667,-1.2,-0.333333333,-1
82,1.5,-2,-0.333333333,0,0,-0.25
83,0,-1.333333333,-0.666666667,-1.2,0,-0.25
84,-1.5,0,-0.333333333,-1.2,1,-0.25
